time_ground,flux_ground
5.108088800000000163e+01,9.997669999999999613e-01
5.108435999999999666e+01,9.992969999999999908e-01
5.108783199999999880e+01,1.000531999999999977e+00
5.109130400000000094e+01,1.000166000000000111e+00
5.109477600000000308e+01,9.991849999999999898e-01
5.109824900000000270e+01,1.000043999999999933e+00
5.110172099999999773e+01,1.000409000000000104e+00
5.110519299999999987e+01,1.000359999999999916e+00
5.110866500000000201e+01,1.000650999999999957e+00
5.111213699999999704e+01,9.989069999999999894e-01
5.111560899999999918e+01,1.000134999999999996e+00
5.111908100000000132e+01,9.999949999999999672e-01
5.112255300000000346e+01,9.994469999999999743e-01
5.112602600000000308e+01,9.987909999999999844e-01
5.112949799999999811e+01,1.001668999999999921e+00
5.113297000000000025e+01,9.997789999999999733e-01
5.113644200000000239e+01,9.998350000000000293e-01
5.113991399999999743e+01,9.994610000000000438e-01
5.114338599999999957e+01,9.999090000000000478e-01
5.114685800000000171e+01,9.999930000000000208e-01
5.115032999999999674e+01,1.000945999999999891e+00
5.115380300000000346e+01,1.000534999999999952e+00
5.115727499999999850e+01,1.000131000000000103e+00
5.116074700000000064e+01,1.000837999999999894e+00
5.116421900000000278e+01,1.000537000000000010e+00
5.116769099999999781e+01,9.997800000000000020e-01
5.117116299999999995e+01,1.000280999999999976e+00
5.117463500000000209e+01,1.000042000000000098e+00
5.117810699999999713e+01,9.994180000000000286e-01
5.118157999999999674e+01,1.000348000000000015e+00
5.118505199999999888e+01,1.000588000000000033e+00
5.118852400000000102e+01,1.000343999999999900e+00
5.119199600000000316e+01,9.991379999999999706e-01
5.119546799999999820e+01,9.993670000000000053e-01
5.119894000000000034e+01,9.991820000000000146e-01
5.120241200000000248e+01,1.000075000000000047e+00
5.120588399999999751e+01,1.000337999999999949e+00
5.120935599999999965e+01,1.000151000000000012e+00
5.121282899999999927e+01,1.000242000000000075e+00
5.121630100000000141e+01,1.000259000000000009e+00
5.121977300000000355e+01,9.999770000000000048e-01
5.122324499999999858e+01,1.000385000000000080e+00
5.122671700000000072e+01,9.993570000000000508e-01
5.123018900000000286e+01,1.000291999999999959e+00
5.123366099999999790e+01,9.998909999999999743e-01
5.123713300000000004e+01,9.990289999999999448e-01
5.124060599999999965e+01,9.996580000000000465e-01
5.124407800000000179e+01,9.991959999999999731e-01
5.124754999999999683e+01,1.000407000000000046e+00
5.125102199999999897e+01,9.997519999999999740e-01
5.125449400000000111e+01,1.001254000000000088e+00
5.125796600000000325e+01,9.999970000000000248e-01
5.126143799999999828e+01,9.999989999999999712e-01
5.126491000000000042e+01,9.992290000000000338e-01
5.126838300000000004e+01,9.996599999999999930e-01
5.127185500000000218e+01,9.995290000000000008e-01
5.127532699999999721e+01,9.999740000000000295e-01
5.127879899999999935e+01,1.000318999999999958e+00
5.128227100000000149e+01,1.000671000000000088e+00
5.128574299999999653e+01,1.000580999999999943e+00
5.128921499999999867e+01,1.000437000000000021e+00
5.129268700000000081e+01,1.000302999999999942e+00
5.129616000000000042e+01,9.994359999999999911e-01
5.129963200000000256e+01,9.995779999999999665e-01
5.130310399999999760e+01,9.992410000000000458e-01
5.130657599999999974e+01,9.998700000000000365e-01
5.131004800000000188e+01,1.000490000000000101e+00
5.131351999999999691e+01,9.991630000000000233e-01
5.131699199999999905e+01,9.998249999999999638e-01
5.132046400000000119e+01,1.000061000000000089e+00
5.132393700000000081e+01,9.999190000000000023e-01
5.132740900000000295e+01,9.997690000000000188e-01
5.133088099999999798e+01,9.997270000000000323e-01
5.133435300000000012e+01,9.995789999999999953e-01
5.133782500000000226e+01,9.998320000000000540e-01
5.134129699999999730e+01,9.991959999999999731e-01
5.134476899999999944e+01,1.000200999999999896e+00
5.134824100000000158e+01,1.000353000000000048e+00
5.135171400000000119e+01,9.995829999999999993e-01
5.135518600000000333e+01,1.000661000000000023e+00
5.135865799999999837e+01,9.995290000000000008e-01
5.136213000000000051e+01,9.990160000000000151e-01
5.136560200000000265e+01,9.999040000000000150e-01
5.136907399999999768e+01,1.000639000000000056e+00
5.137254599999999982e+01,9.992699999999999916e-01
5.137601800000000196e+01,1.000459999999999905e+00
5.137948999999999700e+01,1.000372999999999957e+00
5.138296299999999661e+01,1.000601000000000074e+00
5.138643499999999875e+01,9.996709999999999763e-01
5.138990700000000089e+01,1.000739000000000045e+00
5.139337900000000303e+01,9.989700000000000246e-01
5.139685099999999807e+01,1.000078999999999940e+00
5.140032300000000021e+01,9.989320000000000421e-01
5.140379500000000235e+01,1.000064999999999982e+00
5.140726699999999738e+01,1.000729999999999897e+00
5.141073999999999700e+01,9.995119999999999560e-01
5.141421199999999914e+01,9.996230000000000393e-01
5.141768400000000128e+01,1.000335999999999892e+00
5.142115600000000342e+01,1.001190000000000024e+00
5.142462799999999845e+01,1.000528000000000084e+00
5.142810000000000059e+01,1.000153999999999987e+00
5.143157200000000273e+01,1.000545000000000018e+00
5.143504399999999777e+01,1.000000999999999918e+00
5.143851699999999738e+01,9.994899999999999896e-01
5.144198899999999952e+01,9.997730000000000228e-01
5.144546100000000166e+01,9.990160000000000151e-01
5.144893299999999670e+01,9.997840000000000060e-01
5.145240499999999884e+01,9.992980000000000196e-01
5.145587700000000098e+01,9.991769999999999818e-01
5.145934900000000312e+01,1.000945999999999891e+00
5.146282099999999815e+01,9.994039999999999591e-01
5.146629399999999777e+01,9.994399999999999951e-01
5.146976599999999991e+01,1.000059999999999949e+00
5.147323800000000205e+01,1.001695000000000002e+00
5.147670999999999708e+01,9.999109999999999943e-01
5.148018199999999922e+01,9.994669999999999943e-01
5.148365400000000136e+01,9.993229999999999613e-01
5.148712600000000350e+01,9.999590000000000423e-01
5.149059799999999854e+01,1.000178999999999929e+00
5.149407099999999815e+01,9.995540000000000536e-01
5.149754300000000029e+01,1.000550000000000050e+00
5.150101500000000243e+01,9.995000000000000551e-01
5.150448699999999747e+01,1.000869999999999926e+00
5.150795899999999961e+01,1.000254999999999894e+00
5.151143100000000175e+01,1.000016000000000016e+00
5.151490299999999678e+01,1.000226999999999977e+00
5.151837499999999892e+01,9.997179999999999955e-01
5.152184700000000106e+01,9.997690000000000188e-01
5.152532000000000068e+01,9.995270000000000543e-01
5.152879200000000282e+01,9.994410000000000238e-01
5.153226399999999785e+01,1.000442000000000053e+00
5.153573599999999999e+01,9.999930000000000208e-01
5.153920800000000213e+01,1.001017000000000046e+00
5.154267999999999716e+01,9.998740000000000405e-01
5.154615199999999930e+01,9.989810000000000079e-01
5.154962400000000144e+01,9.995600000000000041e-01
5.155309700000000106e+01,1.000235999999999903e+00
5.155656900000000320e+01,9.992550000000000043e-01
5.156004099999999823e+01,1.000715000000000021e+00
5.156351300000000037e+01,9.996009999999999618e-01
5.156698500000000251e+01,1.000660000000000105e+00
5.157045699999999755e+01,1.000313000000000008e+00
5.157392899999999969e+01,1.000173999999999896e+00
5.157740100000000183e+01,1.000083000000000055e+00
5.158087400000000144e+01,1.001557999999999948e+00
5.158434599999999648e+01,9.999360000000000470e-01
5.158781799999999862e+01,1.000064000000000064e+00
5.159129000000000076e+01,9.996080000000000521e-01
5.159476200000000290e+01,9.989649999999999919e-01
5.159823399999999793e+01,9.999940000000000495e-01
5.160170600000000007e+01,9.999419999999999975e-01
5.160517800000000221e+01,9.995159999999999600e-01
5.160865100000000183e+01,9.998899999999999455e-01
5.161212299999999686e+01,1.000350000000000072e+00
5.161559499999999900e+01,1.000151000000000012e+00
5.161906700000000114e+01,1.000191999999999970e+00
5.162253900000000328e+01,9.989860000000000406e-01
5.162601099999999832e+01,1.000579000000000107e+00
5.162948300000000046e+01,9.994809999999999528e-01
5.163295500000000260e+01,9.998380000000000045e-01
5.163642800000000221e+01,9.999440000000000550e-01
5.163989999999999725e+01,9.995789999999999953e-01
5.164337199999999939e+01,1.000458000000000069e+00
5.164684400000000153e+01,9.996129999999999738e-01
5.165031599999999656e+01,1.000216999999999912e+00
5.165378799999999870e+01,1.000337000000000032e+00
5.165726000000000084e+01,1.000866999999999951e+00
5.166073200000000298e+01,1.001255999999999924e+00
5.166420500000000260e+01,1.000798999999999994e+00
5.166767699999999763e+01,1.000437000000000021e+00
5.167114899999999977e+01,9.991320000000000201e-01
5.167462100000000191e+01,1.001098000000000043e+00
5.167809299999999695e+01,9.991870000000000474e-01
5.168156499999999909e+01,9.977909999999999835e-01
5.168503700000000123e+01,1.000539000000000067e+00
5.168850900000000337e+01,1.000513999999999903e+00
5.169198099999999840e+01,1.001285999999999898e+00
5.169545399999999802e+01,9.984560000000000102e-01
5.169892600000000016e+01,9.990409999999999568e-01
5.170239800000000230e+01,1.001856000000000080e+00
5.170586999999999733e+01,1.000594999999999901e+00
5.170934199999999947e+01,1.000879999999999992e+00
5.171281400000000161e+01,1.000985000000000014e+00
5.171628599999999665e+01,9.987960000000000171e-01
5.171975799999999879e+01,1.003344000000000014e+00
5.172323099999999840e+01,1.000698000000000087e+00
5.172670300000000054e+01,9.987719999999999931e-01
5.173017500000000268e+01,9.995939999999999825e-01
5.173364699999999772e+01,1.000402999999999931e+00
5.173711899999999986e+01,1.001120000000000010e+00
5.174059100000000200e+01,9.967890000000000361e-01
5.174406299999999703e+01,9.974589999999999845e-01
5.174753499999999917e+01,1.001152000000000042e+00
5.175100799999999879e+01,9.975420000000000398e-01
5.175448000000000093e+01,1.003698999999999897e+00
5.175795200000000307e+01,9.988219999999999876e-01
5.176142399999999810e+01,1.000151000000000012e+00
5.176489600000000024e+01,1.000397999999999898e+00
5.176836800000000238e+01,9.995380000000000376e-01
5.177183999999999742e+01,9.989080000000000181e-01
5.177531199999999956e+01,1.000796999999999937e+00
5.177878499999999917e+01,1.001997000000000027e+00
5.178225700000000131e+01,9.996410000000000018e-01
5.178572900000000345e+01,1.000502000000000002e+00
5.178920099999999849e+01,9.979689999999999950e-01
5.179267300000000063e+01,1.000769999999999937e+00
5.179614500000000277e+01,9.985859999999999737e-01
5.179961699999999780e+01,9.972069999999999546e-01
5.180308899999999994e+01,1.001085999999999920e+00
5.180656199999999956e+01,9.993189999999999573e-01
5.181003400000000170e+01,1.001811000000000007e+00
5.181350599999999673e+01,9.989240000000000341e-01
5.181697799999999887e+01,9.990550000000000264e-01
5.182045000000000101e+01,1.000493999999999994e+00
5.182392200000000315e+01,1.000283999999999951e+00
5.182739399999999819e+01,1.000763000000000069e+00
5.183086600000000033e+01,9.996129999999999738e-01
5.183433800000000247e+01,1.003160000000000052e+00
5.183781100000000208e+01,9.997930000000000428e-01
5.434468300000000340e+01,1.000691999999999915e+00
5.434815499999999844e+01,1.003555999999999893e+00
5.435162700000000058e+01,9.994070000000000453e-01
5.435509900000000272e+01,9.999440000000000550e-01
5.435857099999999775e+01,9.990470000000000184e-01
5.436204399999999737e+01,1.000083000000000055e+00
5.436551599999999951e+01,9.992320000000000091e-01
5.436898800000000165e+01,9.986059999999999937e-01
5.437245999999999668e+01,1.001095999999999986e+00
5.437593199999999882e+01,1.000262999999999902e+00
5.437940400000000096e+01,9.998470000000000413e-01
5.438287600000000310e+01,9.981560000000000432e-01
5.438634799999999814e+01,9.995319999999999760e-01
5.438982000000000028e+01,1.000329000000000024e+00
5.439329299999999989e+01,1.000518000000000018e+00
5.439676500000000203e+01,9.991280000000000161e-01
5.440023699999999707e+01,9.994089999999999918e-01
5.440370899999999921e+01,9.978529999999999900e-01
5.440718100000000135e+01,1.000345999999999957e+00
5.441065300000000349e+01,9.999529999999999808e-01
5.441412499999999852e+01,1.001300000000000079e+00
5.441759700000000066e+01,1.002050000000000107e+00
5.442107000000000028e+01,1.000706000000000095e+00
5.442454200000000242e+01,1.000907999999999909e+00
5.442801399999999745e+01,1.000448999999999922e+00
5.443148599999999959e+01,9.987559999999999771e-01
5.443495800000000173e+01,1.000721999999999889e+00
5.443842999999999677e+01,9.996009999999999618e-01
5.444190199999999891e+01,1.000971999999999973e+00
5.444537400000000105e+01,9.999770000000000048e-01
5.444884700000000066e+01,1.000858999999999943e+00
5.445231900000000280e+01,9.993020000000000236e-01
5.445579099999999784e+01,1.000208999999999904e+00
5.445926299999999998e+01,9.975880000000000303e-01
5.446273500000000212e+01,9.985190000000000454e-01
5.446620699999999715e+01,1.000080999999999998e+00
5.446967899999999929e+01,1.000958000000000014e+00
5.447315100000000143e+01,1.002504000000000062e+00
5.447662400000000105e+01,9.978439999999999532e-01
5.448009600000000319e+01,1.000167000000000028e+00
5.448356799999999822e+01,9.988409999999999789e-01
5.448704000000000036e+01,1.007155000000000022e+00
5.449051200000000250e+01,9.987660000000000426e-01
5.449398399999999754e+01,1.000663999999999998e+00
5.449745599999999968e+01,1.001435000000000075e+00
5.450092800000000182e+01,9.988489999999999869e-01
5.450440100000000143e+01,9.995969999999999578e-01
5.450787299999999647e+01,9.977120000000000433e-01
5.451134499999999861e+01,1.001006000000000062e+00
5.451481700000000075e+01,1.000037000000000065e+00
5.451828900000000289e+01,9.992400000000000171e-01
5.452176099999999792e+01,1.001937999999999995e+00
5.452523300000000006e+01,1.000159000000000020e+00
5.452870500000000220e+01,1.000723999999999947e+00
5.453217699999999724e+01,9.999350000000000183e-01
5.453564999999999685e+01,9.993699999999999806e-01
5.453912199999999899e+01,1.000200999999999896e+00
5.454259400000000113e+01,1.002515999999999963e+00
5.454606600000000327e+01,9.993900000000000006e-01
5.454953799999999831e+01,9.990959999999999841e-01
5.455301000000000045e+01,1.000116999999999923e+00
5.455648200000000259e+01,9.985669999999999824e-01
5.455995399999999762e+01,9.983910000000000284e-01
5.456342699999999724e+01,9.987519999999999731e-01
5.456689899999999938e+01,9.984169999999999989e-01
5.457037100000000152e+01,1.000315999999999983e+00
5.457384299999999655e+01,1.001524999999999999e+00
5.457731499999999869e+01,9.994490000000000318e-01
5.458078700000000083e+01,9.992250000000000298e-01
5.458425900000000297e+01,1.000202999999999953e+00
5.458773099999999801e+01,9.997679999999999900e-01
5.459120399999999762e+01,1.001848000000000072e+00
5.459467599999999976e+01,1.000553999999999943e+00
5.459814800000000190e+01,1.002979000000000065e+00
5.460161999999999694e+01,1.000795000000000101e+00
5.460509199999999908e+01,1.000342000000000064e+00
5.460856400000000122e+01,1.001382999999999912e+00
5.461203600000000336e+01,1.002510999999999930e+00
5.461550799999999839e+01,9.980189999999999895e-01
5.461898099999999801e+01,9.991109999999999713e-01
5.462245300000000015e+01,9.988399999999999501e-01
5.462592500000000229e+01,1.001997999999999944e+00
5.462939699999999732e+01,9.979280000000000372e-01
5.463286899999999946e+01,9.993910000000000293e-01
5.463634100000000160e+01,1.001570000000000071e+00
5.463981299999999663e+01,1.003179999999999961e+00
5.464328499999999877e+01,9.961140000000000549e-01
5.464675799999999839e+01,9.993379999999999486e-01
5.465023000000000053e+01,9.990459999999999896e-01
5.465370200000000267e+01,9.964100000000000179e-01
5.465717399999999770e+01,9.995159999999999600e-01
5.466064599999999984e+01,1.000496000000000052e+00
5.466411800000000198e+01,1.003913999999999973e+00
5.466758999999999702e+01,9.987049999999999539e-01
5.467106199999999916e+01,9.960919999999999774e-01
5.467453499999999877e+01,1.000555000000000083e+00
5.467800700000000091e+01,1.001501999999999892e+00
5.468147900000000305e+01,9.983649999999999469e-01
5.468495099999999809e+01,1.000548999999999911e+00
5.468842300000000023e+01,9.984359999999999902e-01
5.469189500000000237e+01,1.000104000000000104e+00
5.469536699999999740e+01,1.004361000000000059e+00
5.469883899999999954e+01,9.985249999999999959e-01
5.470231100000000168e+01,1.002599000000000018e+00
5.470578400000000130e+01,1.001123999999999903e+00
5.470925600000000344e+01,1.001101000000000019e+00
5.471272799999999847e+01,9.999679999999999680e-01
5.471620000000000061e+01,9.994579999999999576e-01
5.471967200000000275e+01,1.000131000000000103e+00
5.472314399999999779e+01,1.000372000000000039e+00
5.472661599999999993e+01,1.000769999999999937e+00
5.473008800000000207e+01,1.002664000000000000e+00
5.473356100000000168e+01,1.001144000000000034e+00
5.473703299999999672e+01,9.991780000000000106e-01
5.474050499999999886e+01,9.981149999999999745e-01
5.474397700000000100e+01,9.985760000000000192e-01
5.474744900000000314e+01,9.996439999999999770e-01
5.475092099999999817e+01,9.970449999999999591e-01
5.475439300000000031e+01,1.001476999999999951e+00
5.475786500000000245e+01,9.962640000000000384e-01
5.476133800000000207e+01,1.000974999999999948e+00
5.476480999999999710e+01,1.000749000000000111e+00
5.476828199999999924e+01,1.000423999999999980e+00
5.477175400000000138e+01,9.963769999999999571e-01
5.477522600000000352e+01,9.975009999999999710e-01
5.477869799999999856e+01,1.001230000000000064e+00
5.478217000000000070e+01,1.000461000000000045e+00
5.478564200000000284e+01,9.972879999999999523e-01
5.478911500000000245e+01,9.991219999999999546e-01
5.479258699999999749e+01,1.001332000000000111e+00
5.479605899999999963e+01,9.998169999999999558e-01
5.479953100000000177e+01,1.000952999999999982e+00
5.480300299999999680e+01,1.000984000000000096e+00
5.480647499999999894e+01,1.000032999999999950e+00
5.480994700000000108e+01,1.004242000000000079e+00
5.481341900000000322e+01,1.000083000000000055e+00
5.481689200000000284e+01,9.988369999999999749e-01
5.482036399999999787e+01,1.000706000000000095e+00
5.482383600000000001e+01,9.996979999999999755e-01
5.482730800000000215e+01,1.000283999999999951e+00
5.483077999999999719e+01,1.000194000000000027e+00
5.483425199999999933e+01,1.002741000000000104e+00
5.483772400000000147e+01,1.000491000000000019e+00
5.484119599999999650e+01,9.992579999999999796e-01
5.484466799999999864e+01,1.002119999999999900e+00
5.484814099999999826e+01,9.985150000000000414e-01
5.485161300000000040e+01,1.001265999999999989e+00
5.485508500000000254e+01,1.002237000000000045e+00
5.485855699999999757e+01,9.964760000000000284e-01
5.486202899999999971e+01,1.010186999999999946e+00
5.534118200000000343e+01,1.001695999999999920e+00
5.534465399999999846e+01,9.985549999999999704e-01
5.534812600000000060e+01,1.000202000000000035e+00
5.535159800000000274e+01,9.998409999999999798e-01
5.535506999999999778e+01,9.996899999999999675e-01
5.535854299999999739e+01,1.005003000000000091e+00
5.536201499999999953e+01,9.940290000000000514e-01
5.536548700000000167e+01,1.005929000000000073e+00
5.536895899999999671e+01,9.983910000000000284e-01
5.537243099999999885e+01,1.003333000000000030e+00
5.537937500000000313e+01,1.000334000000000056e+00
5.538284699999999816e+01,9.980569999999999720e-01
5.538631999999999778e+01,9.964210000000000012e-01
5.538979199999999992e+01,9.993980000000000086e-01
5.539326400000000206e+01,1.002534999999999954e+00
5.539673599999999709e+01,1.000104000000000104e+00
5.540020799999999923e+01,1.001177999999999901e+00
5.540368000000000137e+01,1.000180999999999987e+00
5.540715200000000351e+01,1.001953000000000094e+00
5.541062399999999855e+01,1.003319000000000072e+00
5.541409699999999816e+01,1.001926000000000094e+00
5.541756900000000030e+01,9.992959999999999621e-01
5.542104100000000244e+01,9.986490000000000089e-01
5.542451299999999748e+01,9.964659999999999629e-01
5.542798499999999962e+01,1.001835000000000031e+00
5.543145700000000176e+01,1.000118999999999980e+00
5.543492899999999679e+01,9.965570000000000261e-01
5.543840099999999893e+01,9.989789999999999504e-01
5.544187399999999855e+01,1.000199000000000060e+00
5.544534600000000069e+01,1.000617000000000090e+00
5.544881800000000283e+01,1.002888999999999919e+00
5.545228999999999786e+01,1.001605999999999996e+00
5.545576200000000000e+01,1.000836000000000059e+00
5.545923400000000214e+01,9.988040000000000251e-01
5.546270599999999718e+01,1.001459000000000099e+00
5.546617799999999932e+01,9.995640000000000081e-01
5.546965099999999893e+01,9.991489999999999538e-01
5.547312300000000107e+01,1.000215000000000076e+00
5.548006699999999825e+01,9.996099999999999985e-01
5.548701100000000253e+01,1.000021000000000049e+00
5.549048299999999756e+01,1.000239000000000100e+00
5.549395499999999970e+01,1.000744999999999996e+00
