time_space,flux_space
5.684721199999999897e+01,1.001397000000000093e+00
5.684871900000000267e+01,1.000574999999999992e+00
5.685022699999999674e+01,9.995530000000000248e-01
5.685171400000000119e+01,1.001211999999999991e+00
5.685321100000000172e+01,9.995880000000000321e-01
5.685471900000000289e+01,9.992860000000000076e-01
5.685620699999999772e+01,9.995469999999999633e-01
5.685769599999999713e+01,9.988869999999999694e-01
5.685919799999999924e+01,9.992339999999999556e-01
5.686071700000000106e+01,1.000108999999999915e+00
5.686220500000000300e+01,9.996570000000000178e-01
5.686369599999999735e+01,9.997420000000000195e-01
5.686519400000000246e+01,9.992950000000000443e-01
5.686670000000000158e+01,1.001144000000000034e+00
5.686819200000000052e+01,9.991870000000000474e-01
5.686971299999999729e+01,9.994899999999999896e-01
5.687118699999999905e+01,1.000172999999999979e+00
5.687269700000000228e+01,1.000542000000000042e+00
5.687418100000000010e+01,9.994950000000000223e-01
5.687567299999999904e+01,1.000817000000000068e+00
5.687716100000000097e+01,9.995100000000000096e-01
5.687867399999999662e+01,9.999019999999999575e-01
5.688018199999999780e+01,1.000810999999999895e+00
5.688166999999999973e+01,1.001942000000000110e+00
5.688316600000000278e+01,9.992919999999999581e-01
5.688468400000000003e+01,1.000065999999999899e+00
5.688616700000000037e+01,1.001473999999999975e+00
5.688765699999999725e+01,9.986140000000000017e-01
5.688915599999999984e+01,9.990339999999999776e-01
5.689066600000000307e+01,1.001061999999999896e+00
5.689216199999999901e+01,1.000431999999999988e+00
5.689364100000000235e+01,9.993940000000000046e-01
5.689514900000000353e+01,1.001257999999999981e+00
5.689663500000000340e+01,9.997580000000000355e-01
5.689814700000000158e+01,1.000985999999999931e+00
5.689964400000000211e+01,1.000559999999999894e+00
5.690114200000000011e+01,1.000235999999999903e+00
5.690263999999999811e+01,1.000226999999999977e+00
5.690414200000000022e+01,1.000756999999999897e+00
5.690565200000000345e+01,1.000820000000000043e+00
5.690711000000000297e+01,1.001114000000000059e+00
5.690862099999999657e+01,9.998899999999999455e-01
5.691012099999999663e+01,9.998070000000000013e-01
5.691163099999999986e+01,9.988299999999999956e-01
5.691312700000000291e+01,9.977770000000000250e-01
5.691462400000000343e+01,9.991950000000000554e-01
5.691612099999999685e+01,9.994070000000000453e-01
5.691760699999999673e+01,9.988639999999999741e-01
5.691911499999999791e+01,9.995309999999999473e-01
5.692061499999999796e+01,9.988820000000000476e-01
5.692211999999999961e+01,9.990400000000000391e-01
5.692361100000000107e+01,1.000105999999999939e+00
5.692509900000000300e+01,9.991020000000000456e-01
5.692661100000000118e+01,9.989050000000000429e-01
5.692810399999999760e+01,1.001014000000000070e+00
5.692961499999999830e+01,9.988200000000000411e-01
5.693109900000000323e+01,1.001838000000000006e+00
5.693259799999999871e+01,1.000153999999999987e+00
5.693408399999999858e+01,9.993619999999999726e-01
5.693559299999999723e+01,9.992699999999999916e-01
5.693708099999999916e+01,9.995659999999999545e-01
5.693858900000000034e+01,9.994239999999999791e-01
5.694008600000000087e+01,9.998489999999999878e-01
5.694158399999999887e+01,1.000115000000000087e+00
5.694305200000000156e+01,1.002693999999999974e+00
5.694458800000000309e+01,1.001122999999999985e+00
5.694607799999999997e+01,1.001076999999999995e+00
5.694757500000000050e+01,1.000645999999999924e+00
5.694907299999999850e+01,1.000896999999999926e+00
5.695057500000000061e+01,1.000326000000000048e+00
5.695206900000000161e+01,1.001414000000000026e+00
5.695357400000000325e+01,1.001149999999999984e+00
5.695506499999999761e+01,9.999689999999999968e-01
5.695656699999999972e+01,9.998489999999999878e-01
5.695806300000000277e+01,1.000132999999999939e+00
5.695955800000000124e+01,1.001058000000000003e+00
5.696105599999999924e+01,9.997030000000000083e-01
5.696255299999999977e+01,1.000798999999999994e+00
5.696405099999999777e+01,9.989569999999999839e-01
5.696554900000000288e+01,1.000178000000000011e+00
5.696704700000000088e+01,1.000185000000000102e+00
5.696854700000000093e+01,9.993440000000000101e-01
5.697004600000000352e+01,9.994420000000000526e-01
5.697153800000000246e+01,1.001088999999999896e+00
5.697303800000000251e+01,9.998690000000000078e-01
5.697453699999999799e+01,9.997270000000000323e-01
5.697603399999999851e+01,9.985039999999999472e-01
5.697753199999999651e+01,1.001868999999999899e+00
5.697903000000000162e+01,1.000960999999999990e+00
5.698051499999999692e+01,1.001125999999999960e+00
5.698202200000000062e+01,1.000356999999999941e+00
5.698352400000000273e+01,1.001719999999999944e+00
5.698501000000000261e+01,1.000466000000000077e+00
5.698651900000000126e+01,9.992149999999999643e-01
5.698801699999999926e+01,1.001208000000000098e+00
5.698951600000000184e+01,1.000431000000000070e+00
5.699101199999999778e+01,1.000612999999999975e+00
5.699252100000000354e+01,1.000326000000000048e+00
5.699400800000000089e+01,1.000817000000000068e+00
5.699550599999999889e+01,1.000912999999999942e+00
5.699700399999999689e+01,9.993079999999999741e-01
5.699850200000000200e+01,1.000253000000000059e+00
5.699999700000000047e+01,9.997650000000000148e-01
5.700148699999999735e+01,9.992799999999999461e-01
5.700300800000000123e+01,1.000553999999999943e+00
5.700449299999999653e+01,9.997239999999999460e-01
5.700600000000000023e+01,9.994089999999999918e-01
5.700747700000000151e+01,9.993309999999999693e-01
5.700899199999999922e+01,1.001049000000000078e+00
5.701048399999999816e+01,1.000971999999999973e+00
5.701198200000000327e+01,1.001066999999999929e+00
5.701348000000000127e+01,1.000776000000000110e+00
5.701497700000000179e+01,9.998420000000000085e-01
5.701647499999999980e+01,9.991649999999999698e-01
5.701798300000000097e+01,9.992919999999999581e-01
5.701947100000000290e+01,9.985559999999999992e-01
5.702097100000000296e+01,1.001289000000000096e+00
5.702246999999999844e+01,9.991940000000000266e-01
5.702397299999999802e+01,9.998460000000000125e-01
5.702546199999999743e+01,1.000164999999999971e+00
5.702696000000000254e+01,9.994659999999999656e-01
5.702845599999999848e+01,1.001309999999999922e+00
5.702995700000000312e+01,1.000086000000000030e+00
5.703145399999999654e+01,9.983279999999999932e-01
5.703296199999999772e+01,9.993210000000000148e-01
5.703443800000000152e+01,9.997430000000000483e-01
5.703596699999999942e+01,9.988970000000000349e-01
5.703743200000000257e+01,1.000345999999999957e+00
5.703894300000000328e+01,1.000129999999999963e+00
5.704043999999999670e+01,9.997399999999999620e-01
5.704193899999999928e+01,1.000488000000000044e+00
5.704343699999999728e+01,9.997759999999999980e-01
5.704494100000000145e+01,1.000869000000000009e+00
5.704642299999999722e+01,9.998460000000000125e-01
5.704793000000000092e+01,9.994250000000000078e-01
5.704942799999999892e+01,1.000361999999999973e+00
5.705092499999999944e+01,1.000917000000000057e+00
5.705242299999999744e+01,1.000172000000000061e+00
5.705392100000000255e+01,9.998280000000000500e-01
5.705541900000000055e+01,9.997070000000000123e-01
5.705691699999999855e+01,9.988960000000000061e-01
5.705841399999999908e+01,1.000072999999999990e+00
5.705991199999999708e+01,9.989019999999999566e-01
5.706141000000000219e+01,9.997230000000000283e-01
5.706290800000000019e+01,1.001697999999999977e+00
5.706440599999999819e+01,9.990329999999999488e-01
5.706590400000000329e+01,1.000007000000000090e+00
5.706740099999999671e+01,9.999500000000000055e-01
5.706891099999999994e+01,1.002470999999999890e+00
5.707039699999999982e+01,9.998080000000000300e-01
5.707189499999999782e+01,9.979209999999999470e-01
5.707339600000000246e+01,9.982790000000000274e-01
5.707489000000000345e+01,1.000453999999999954e+00
5.707638500000000192e+01,1.000205000000000011e+00
5.707788599999999946e+01,9.995770000000000488e-01
5.707938099999999793e+01,9.999940000000000495e-01
5.708088200000000256e+01,9.985380000000000367e-01
5.708238000000000056e+01,1.000772999999999913e+00
5.708390800000000098e+01,9.993020000000000236e-01
5.708537499999999909e+01,9.996950000000000003e-01
5.708687199999999962e+01,1.000269999999999992e+00
5.708837100000000220e+01,9.989810000000000079e-01
5.708986900000000020e+01,9.995049999999999768e-01
5.709136600000000072e+01,1.000769000000000020e+00
5.709286399999999873e+01,9.988660000000000316e-01
5.709436300000000131e+01,1.000205000000000011e+00
5.709586000000000183e+01,1.000029999999999974e+00
5.709735700000000236e+01,9.980219999999999647e-01
5.709885799999999989e+01,1.000382000000000104e+00
5.710035299999999836e+01,9.990799999999999681e-01
5.710185200000000094e+01,9.991550000000000153e-01
5.710335200000000100e+01,1.000340000000000007e+00
5.710485700000000264e+01,9.990959999999999841e-01
5.710635599999999812e+01,9.999160000000000270e-01
5.710783800000000099e+01,9.983309999999999684e-01
5.710934100000000058e+01,1.001209999999999933e+00
5.711083800000000110e+01,9.995089999999999808e-01
5.711232700000000051e+01,9.996909999999999963e-01
5.711383399999999710e+01,9.987239999999999451e-01
5.711533200000000221e+01,9.992459999999999676e-01
5.711683000000000021e+01,9.995920000000000361e-01
5.711832799999999821e+01,9.997679999999999900e-01
5.711982499999999874e+01,9.993370000000000308e-01
5.712132299999999674e+01,9.995640000000000081e-01
5.712281000000000120e+01,1.000477999999999978e+00
5.712431899999999985e+01,1.000281999999999893e+00
5.712581699999999785e+01,1.001602000000000103e+00
5.712731399999999837e+01,1.000253000000000059e+00
5.712881200000000348e+01,9.996589999999999643e-01
5.713031000000000148e+01,1.000745999999999913e+00
5.713180799999999948e+01,9.989400000000000501e-01
5.713329600000000141e+01,1.000523999999999969e+00
5.713479699999999895e+01,9.991870000000000474e-01
5.713629799999999648e+01,1.001398999999999928e+00
5.713779900000000112e+01,1.000593000000000066e+00
5.713929399999999958e+01,1.001338000000000061e+00
5.714079499999999712e+01,1.001036000000000037e+00
5.714229199999999764e+01,9.995239999999999680e-01
5.714379000000000275e+01,1.000434999999999963e+00
5.714528099999999711e+01,9.999299999999999855e-01
5.714678599999999875e+01,9.991809999999999858e-01
5.714828399999999675e+01,9.972579999999999778e-01
5.714978599999999886e+01,1.000571000000000099e+00
5.715127900000000238e+01,9.999700000000000255e-01
5.715277700000000038e+01,1.001603999999999939e+00
5.715428099999999745e+01,9.984330000000000149e-01
5.715576500000000237e+01,9.986909999999999954e-01
5.715727100000000149e+01,9.995190000000000463e-01
5.715876899999999949e+01,9.995300000000000296e-01
5.716028000000000020e+01,1.000952000000000064e+00
5.716176399999999802e+01,1.000053999999999998e+00
5.716326200000000313e+01,1.000385000000000080e+00
5.716476000000000113e+01,1.000245000000000051e+00
5.716625200000000007e+01,1.000471000000000110e+00
5.716775400000000218e+01,9.990820000000000256e-01
5.716924900000000065e+01,9.996730000000000338e-01
5.717075100000000276e+01,1.000618000000000007e+00
5.717224900000000076e+01,9.994399999999999951e-01
5.717374699999999876e+01,9.993319999999999981e-01
5.717524499999999676e+01,9.996080000000000521e-01
5.717674300000000187e+01,1.000961999999999907e+00
5.717824000000000240e+01,9.986209999999999809e-01
5.717972699999999975e+01,1.001670000000000060e+00
5.718123599999999840e+01,9.991419999999999746e-01
5.718273400000000350e+01,1.000204000000000093e+00
5.718423200000000151e+01,9.983509999999999884e-01
5.718572000000000344e+01,1.000826999999999911e+00
5.718722700000000003e+01,1.000361000000000056e+00
5.718872499999999803e+01,1.000942999999999916e+00
5.719021699999999697e+01,1.000526000000000026e+00
5.719172900000000226e+01,9.998949999999999783e-01
5.719321899999999914e+01,1.000096000000000096e+00
5.719471599999999967e+01,1.000472999999999946e+00
5.719621399999999767e+01,9.994650000000000478e-01
5.719771200000000277e+01,1.000096000000000096e+00
5.719921000000000078e+01,1.000953999999999899e+00
5.720069999999999766e+01,9.998540000000000205e-01
5.720220499999999930e+01,9.980649999999999800e-01
5.720370299999999730e+01,1.000901000000000041e+00
5.720521200000000306e+01,1.000645000000000007e+00
5.720669900000000041e+01,9.989630000000000454e-01
5.720819099999999935e+01,9.993900000000000006e-01
5.720969500000000352e+01,9.992389999999999883e-01
5.721119199999999694e+01,9.994269999999999543e-01
5.721269000000000204e+01,1.000091000000000063e+00
5.721417699999999940e+01,1.000326999999999966e+00
5.721568599999999805e+01,9.982419999999999627e-01
5.721717000000000297e+01,9.991379999999999706e-01
5.721867000000000303e+01,1.001195999999999975e+00
5.722017999999999915e+01,9.992290000000000338e-01
5.722167699999999968e+01,9.997230000000000283e-01
5.722317499999999768e+01,9.990299999999999736e-01
5.722467300000000279e+01,1.000466000000000077e+00
5.722617100000000079e+01,9.989109999999999934e-01
5.722766899999999879e+01,1.000477999999999978e+00
5.722916200000000231e+01,1.000053000000000081e+00
5.723065600000000330e+01,1.000702999999999898e+00
5.723216200000000242e+01,9.994779999999999776e-01
5.723366000000000042e+01,1.000232000000000010e+00
5.723515499999999889e+01,1.000337000000000032e+00
5.723665600000000353e+01,9.992720000000000491e-01
5.723814999999999742e+01,1.000007000000000090e+00
5.723965100000000206e+01,9.998200000000000420e-01
5.724114900000000006e+01,9.999109999999999943e-01
5.724264699999999806e+01,9.994220000000000326e-01
5.724415299999999718e+01,1.000628999999999991e+00
5.724564199999999659e+01,9.991649999999999698e-01
5.724714699999999823e+01,9.998639999999999750e-01
5.724863799999999969e+01,1.000412999999999997e+00
5.725013700000000227e+01,1.000796000000000019e+00
5.725163400000000280e+01,1.000097000000000014e+00
5.725313200000000080e+01,1.001441999999999943e+00
5.725462699999999927e+01,1.001764000000000099e+00
5.725612699999999933e+01,9.996410000000000018e-01
5.725762499999999733e+01,9.995380000000000376e-01
5.725912300000000243e+01,1.000286000000000008e+00
5.726062100000000044e+01,9.997340000000000115e-01
5.726211399999999685e+01,1.001632999999999996e+00
5.726361700000000354e+01,1.000574000000000074e+00
5.726512199999999808e+01,9.997700000000000475e-01
5.726661200000000207e+01,1.000960999999999990e+00
5.726811000000000007e+01,1.001748000000000083e+00
5.726960799999999807e+01,1.000345999999999957e+00
5.727110499999999860e+01,9.998920000000000030e-01
5.727260299999999660e+01,9.990609999999999769e-01
5.727410100000000170e+01,9.995089999999999808e-01
5.727560700000000082e+01,9.992779999999999996e-01
5.727710100000000182e+01,9.991090000000000249e-01
5.727859399999999823e+01,9.990350000000000064e-01
5.728009200000000334e+01,1.000401000000000096e+00
5.728159099999999881e+01,1.000790999999999986e+00
5.728308799999999934e+01,1.000782000000000060e+00
5.728458599999999734e+01,9.996509999999999563e-01
5.728608400000000245e+01,1.001031999999999922e+00
5.728760100000000222e+01,1.001557000000000031e+00
5.728907999999999845e+01,1.000421000000000005e+00
5.729058700000000215e+01,9.996760000000000090e-01
5.729208599999999763e+01,9.990539999999999976e-01
5.729357300000000208e+01,1.000823999999999936e+00
5.729507100000000008e+01,9.996359999999999690e-01
5.729657100000000014e+01,1.000828999999999969e+00
5.729805499999999796e+01,1.000140000000000029e+00
5.729957199999999773e+01,1.000520000000000076e+00
5.730106800000000078e+01,1.000072999999999990e+00
5.730255999999999972e+01,1.000269999999999992e+00
5.730406599999999884e+01,1.000661000000000023e+00
5.730556599999999889e+01,9.991959999999999731e-01
5.730706099999999736e+01,9.992569999999999508e-01
5.730855100000000135e+01,1.001071000000000044e+00
5.731004300000000029e+01,9.997719999999999940e-01
5.731154899999999941e+01,1.000019999999999909e+00
5.731304599999999994e+01,1.000510000000000010e+00
5.731454200000000299e+01,9.980029999999999735e-01
5.731604000000000099e+01,1.000866999999999951e+00
5.731753799999999899e+01,1.001497999999999999e+00
5.731902800000000298e+01,1.000628999999999991e+00
5.732053299999999751e+01,1.000509000000000093e+00
5.732203100000000262e+01,9.988839999999999941e-01
5.732352900000000062e+01,1.000251999999999919e+00
5.732502699999999862e+01,1.001422999999999952e+00
5.732652499999999662e+01,1.000444000000000111e+00
5.732802300000000173e+01,1.000035000000000007e+00
5.732952199999999721e+01,1.000259999999999927e+00
5.733101800000000026e+01,1.000545000000000018e+00
5.733250600000000219e+01,9.988920000000000021e-01
5.733401400000000336e+01,9.999519999999999520e-01
5.733551200000000136e+01,1.001060000000000061e+00
5.733700900000000189e+01,1.001611999999999947e+00
5.733850699999999989e+01,1.000256000000000034e+00
5.734001700000000312e+01,9.989719999999999711e-01
5.734150799999999748e+01,1.000540999999999903e+00
5.734298499999999876e+01,9.991740000000000066e-01
5.734449899999999900e+01,1.001052000000000053e+00
5.734599699999999700e+01,9.989689999999999959e-01
5.734749399999999753e+01,1.000974000000000030e+00
5.734899200000000263e+01,9.989430000000000254e-01
5.735049000000000063e+01,9.992010000000000058e-01
5.735198799999999864e+01,9.992809999999999748e-01
5.735349099999999822e+01,9.993919999999999471e-01
5.735499200000000286e+01,1.000294999999999934e+00
5.735648199999999974e+01,9.994089999999999918e-01
5.735797900000000027e+01,1.000904000000000016e+00
5.735947699999999827e+01,9.995119999999999560e-01
5.736097500000000338e+01,1.001147000000000009e+00
5.736247300000000138e+01,9.993339999999999446e-01
5.736397099999999938e+01,1.000254999999999894e+00
5.736547399999999897e+01,9.996869999999999923e-01
5.736696599999999790e+01,9.986300000000000177e-01
5.736846599999999796e+01,9.998019999999999685e-01
5.736995300000000242e+01,1.000945999999999891e+00
5.737145999999999901e+01,1.000372999999999957e+00
5.737295799999999701e+01,1.000850000000000017e+00
5.737446200000000118e+01,1.000596999999999959e+00
5.737595300000000265e+01,1.000477999999999978e+00
5.737744000000000000e+01,9.993030000000000523e-01
5.737894899999999865e+01,1.000620000000000065e+00
5.738045000000000329e+01,1.000075000000000047e+00
5.738194399999999717e+01,9.997559999999999780e-01
5.738344200000000228e+01,1.000305000000000000e+00
5.738494000000000028e+01,9.988139999999999796e-01
5.738644800000000146e+01,1.000232000000000010e+00
5.738793600000000339e+01,9.988339999999999996e-01
5.738943400000000139e+01,9.986589999999999634e-01
5.739093100000000192e+01,1.001492999999999967e+00
5.739242899999999992e+01,1.001354000000000077e+00
5.739393499999999904e+01,1.000493000000000077e+00
5.739541400000000237e+01,1.000520000000000076e+00
5.739692300000000103e+01,9.985159999999999592e-01
5.739841599999999744e+01,9.989449999999999719e-01
5.739992099999999908e+01,9.979839999999999822e-01
5.740141599999999755e+01,9.991100000000000536e-01
5.740291400000000266e+01,9.987559999999999771e-01
5.740442500000000337e+01,1.001532000000000089e+00
5.740590199999999754e+01,1.000698000000000087e+00
5.740741400000000283e+01,1.000429999999999930e+00
5.740890499999999719e+01,9.978770000000000140e-01
5.741040300000000229e+01,9.999879999999999880e-01
5.741189899999999824e+01,9.998099999999999765e-01
5.741339899999999830e+01,9.995849999999999458e-01
5.741489599999999882e+01,9.995039999999999480e-01
5.741639500000000140e+01,1.000226999999999977e+00
5.741790100000000052e+01,1.000186999999999937e+00
5.741938999999999993e+01,1.000334000000000056e+00
5.742360500000000201e+01,1.001203000000000065e+00
5.742508000000000123e+01,9.992569999999999508e-01
5.742657799999999924e+01,1.000523999999999969e+00
5.742807599999999724e+01,9.990999999999999881e-01
5.742957400000000234e+01,1.000005999999999950e+00
5.743107200000000034e+01,1.000248000000000026e+00
5.743256900000000087e+01,9.995260000000000256e-01
5.743406699999999887e+01,9.995519999999999960e-01
5.743556499999999687e+01,1.000412000000000079e+00
5.743706300000000198e+01,9.999749999999999472e-01
5.743856999999999857e+01,9.991799999999999571e-01
5.744004699999999985e+01,1.001216000000000106e+00
5.744155599999999851e+01,1.000833000000000084e+00
5.744305399999999651e+01,9.999219999999999775e-01
5.744455200000000161e+01,9.988730000000000109e-01
5.744604999999999961e+01,9.973370000000000291e-01
5.744754799999999761e+01,9.998759999999999870e-01
5.744904499999999814e+01,9.994490000000000318e-01
5.745054300000000325e+01,1.000416999999999890e+00
5.745203699999999714e+01,9.993509999999999893e-01
5.745353899999999925e+01,9.988120000000000331e-01
5.745503699999999725e+01,9.999719999999999720e-01
5.745653500000000236e+01,1.000286999999999926e+00
5.745803200000000288e+01,1.001703999999999928e+00
5.745953000000000088e+01,9.990480000000000471e-01
5.746102799999999888e+01,1.000339000000000089e+00
5.746252599999999688e+01,9.996540000000000425e-01
5.746402499999999947e+01,1.002043999999999935e+00
5.746551900000000046e+01,1.000253999999999976e+00
5.746702100000000257e+01,1.001541000000000015e+00
5.746851800000000310e+01,1.000882000000000049e+00
5.747001699999999857e+01,1.000324999999999909e+00
5.747151399999999910e+01,9.997770000000000268e-01
5.747301199999999710e+01,1.001408999999999994e+00
5.747451000000000221e+01,9.990459999999999896e-01
5.747600700000000273e+01,1.000931000000000015e+00
5.747750599999999821e+01,9.992919999999999581e-01
5.747900299999999874e+01,9.990529999999999688e-01
5.748050099999999674e+01,9.995509999999999673e-01
5.748199900000000184e+01,9.993790000000000173e-01
5.748349699999999984e+01,1.000323999999999991e+00
5.748499499999999784e+01,9.987840000000000051e-01
5.748649199999999837e+01,1.000429000000000013e+00
5.748799000000000348e+01,1.000505999999999895e+00
5.748948800000000148e+01,9.996969999999999468e-01
5.749098599999999948e+01,9.995159999999999600e-01
5.749248399999999748e+01,9.995469999999999633e-01
5.749398099999999801e+01,9.994969999999999688e-01
5.749547900000000311e+01,9.981520000000000392e-01
5.749697700000000111e+01,9.998399999999999510e-01
5.749847499999999911e+01,9.982320000000000082e-01
5.749997199999999964e+01,1.000086000000000030e+00
5.750146999999999764e+01,9.988369999999999749e-01
5.750297199999999975e+01,1.000653999999999932e+00
5.750446600000000075e+01,9.985429999999999584e-01
5.750595799999999969e+01,1.001152000000000042e+00
5.750746300000000133e+01,9.994619999999999616e-01
5.750896000000000186e+01,1.001708999999999961e+00
5.751045700000000238e+01,1.000690000000000079e+00
5.751195500000000038e+01,1.000771999999999995e+00
5.751345299999999838e+01,1.000151000000000012e+00
5.751495599999999797e+01,1.001139999999999919e+00
5.751644900000000149e+01,1.000204000000000093e+00
5.751794600000000202e+01,9.989179999999999726e-01
5.751944400000000002e+01,9.990989999999999593e-01
5.752094199999999802e+01,9.992729999999999668e-01
5.752244100000000060e+01,1.000005999999999950e+00
5.752393800000000113e+01,1.001554999999999973e+00
5.752543500000000165e+01,1.000664999999999916e+00
5.752693399999999713e+01,1.000146999999999897e+00
5.752843099999999765e+01,9.998629999999999463e-01
5.752993000000000023e+01,9.994129999999999958e-01
5.753142700000000076e+01,9.991970000000000018e-01
5.753292499999999876e+01,9.990909999999999513e-01
5.753443099999999788e+01,1.000121000000000038e+00
5.753591999999999729e+01,1.000480000000000036e+00
5.753741899999999987e+01,9.999379999999999935e-01
5.753891699999999787e+01,9.999130000000000518e-01
5.754042299999999699e+01,9.991510000000000113e-01
5.754191200000000350e+01,1.000040999999999958e+00
5.754340100000000291e+01,9.999749999999999472e-01
5.754490799999999950e+01,9.998129999999999518e-01
5.754640500000000003e+01,1.000102999999999964e+00
5.754790299999999803e+01,9.999890000000000168e-01
5.754940100000000314e+01,9.996460000000000345e-01
5.755089799999999656e+01,1.000291999999999959e+00
5.755239699999999914e+01,1.000118000000000062e+00
5.755389399999999966e+01,1.000335999999999892e+00
5.755539199999999767e+01,1.001320999999999906e+00
5.755689000000000277e+01,1.001773000000000025e+00
5.755839600000000189e+01,1.000210999999999961e+00
5.755988599999999877e+01,1.000385999999999997e+00
5.756138299999999930e+01,1.000078000000000022e+00
5.756289300000000253e+01,9.997439999999999660e-01
5.756437900000000241e+01,1.000815000000000010e+00
5.756587700000000041e+01,1.001732000000000067e+00
5.756737499999999841e+01,9.999470000000000303e-01
5.756887199999999893e+01,9.990029999999999744e-01
5.757036999999999694e+01,9.999000000000000110e-01
5.757186800000000204e+01,9.984210000000000029e-01
5.757336600000000004e+01,1.001311000000000062e+00
5.757486500000000262e+01,1.000135999999999914e+00
5.757636200000000315e+01,1.000572000000000017e+00
5.757786999999999722e+01,9.998399999999999510e-01
5.757935899999999663e+01,9.992159999999999931e-01
5.758085499999999968e+01,9.989310000000000134e-01
5.758235299999999768e+01,9.987669999999999604e-01
5.758385100000000278e+01,9.990999999999999881e-01
5.758534900000000079e+01,9.999329999999999607e-01
5.758684600000000131e+01,9.999329999999999607e-01
5.758834399999999931e+01,9.991050000000000209e-01
5.758984300000000189e+01,1.002431999999999990e+00
5.759134000000000242e+01,1.000043999999999933e+00
5.759283800000000042e+01,1.001327000000000078e+00
5.759433599999999842e+01,9.999789999999999512e-01
5.759583299999999895e+01,1.000442000000000053e+00
5.759733200000000153e+01,9.997589999999999533e-01
5.759882900000000205e+01,9.993889999999999718e-01
5.760032700000000006e+01,9.989360000000000461e-01
5.760182499999999806e+01,9.990099999999999536e-01
5.760332199999999858e+01,9.996009999999999618e-01
5.760482100000000116e+01,9.985650000000000359e-01
5.760631200000000263e+01,9.999700000000000255e-01
5.760781599999999969e+01,1.000712000000000046e+00
5.760931399999999769e+01,9.993699999999999806e-01
5.761081099999999822e+01,9.996859999999999635e-01
5.761231899999999939e+01,9.995140000000000136e-01
5.761380700000000132e+01,9.995509999999999673e-01
5.761530499999999932e+01,1.001157999999999992e+00
5.761680299999999733e+01,9.994840000000000391e-01
5.761830100000000243e+01,9.992539999999999756e-01
5.761979900000000043e+01,1.001633999999999913e+00
5.762129600000000096e+01,1.001357999999999970e+00
5.762279399999999896e+01,1.000539999999999985e+00
5.762428299999999837e+01,1.000350000000000072e+00
5.762579000000000207e+01,1.000380000000000047e+00
5.762728899999999754e+01,1.000059000000000031e+00
5.762878500000000059e+01,1.000498000000000109e+00
5.763027900000000159e+01,1.001088999999999896e+00
5.763178099999999660e+01,9.992760000000000531e-01
5.763327900000000170e+01,1.001670000000000060e+00
5.763477799999999718e+01,9.994490000000000318e-01
5.763627499999999770e+01,9.998089999999999478e-01
5.763776599999999917e+01,1.000888000000000000e+00
5.763927300000000287e+01,1.000102999999999964e+00
5.764076800000000134e+01,1.000051000000000023e+00
5.764226699999999681e+01,1.001295999999999964e+00
5.764376399999999734e+01,9.982199999999999962e-01
5.764526099999999786e+01,9.996920000000000250e-01
5.764675900000000297e+01,9.999599999999999600e-01
5.764825700000000097e+01,1.000426999999999955e+00
5.764975599999999645e+01,1.000490000000000101e+00
5.765125299999999697e+01,1.000548999999999911e+00
5.765274999999999750e+01,1.000683999999999907e+00
5.765424900000000008e+01,1.001025000000000054e+00
5.765574600000000061e+01,9.998050000000000548e-01
5.765724500000000319e+01,1.001095999999999986e+00
5.765874199999999661e+01,9.997019999999999795e-01
5.766024000000000171e+01,9.989320000000000421e-01
5.766173799999999972e+01,9.996150000000000313e-01
5.766323500000000024e+01,1.001282000000000005e+00
5.766473400000000282e+01,9.989090000000000469e-01
5.766623100000000335e+01,9.996639999999999970e-01
5.766772900000000135e+01,1.000704999999999956e+00
5.766922699999999935e+01,9.996249999999999858e-01
5.767072399999999988e+01,9.991799999999999571e-01
5.767222300000000246e+01,1.000714000000000103e+00
5.767372000000000298e+01,1.000431000000000070e+00
5.767521800000000098e+01,1.000186000000000019e+00
5.767671599999999899e+01,9.999529999999999808e-01
5.767821399999999699e+01,1.000820000000000043e+00
5.767971200000000209e+01,9.999179999999999735e-01
5.768120900000000262e+01,1.000243999999999911e+00
5.768270700000000062e+01,1.002394999999999925e+00
5.768419999999999703e+01,9.993049999999999988e-01
5.768570299999999662e+01,9.992929999999999868e-01
5.768721299999999985e+01,9.988599999999999701e-01
5.768869800000000225e+01,9.998799999999999910e-01
5.769019600000000025e+01,1.000798999999999994e+00
5.769170499999999890e+01,1.000687000000000104e+00
5.769319200000000336e+01,9.999080000000000190e-01
5.769469000000000136e+01,9.995230000000000503e-01
5.769618799999999936e+01,1.000235999999999903e+00
5.769768499999999989e+01,1.000323999999999991e+00
5.769918299999999789e+01,9.986880000000000202e-01
5.770068100000000300e+01,1.001120999999999928e+00
5.770217999999999847e+01,1.000345000000000040e+00
5.770367600000000152e+01,9.999930000000000208e-01
5.770517499999999700e+01,9.999519999999999520e-01
5.770667199999999752e+01,1.001022000000000078e+00
5.770817000000000263e+01,9.988550000000000484e-01
5.770966899999999811e+01,9.991339999999999666e-01
5.771116599999999863e+01,1.000105000000000022e+00
5.771266399999999663e+01,9.998660000000000325e-01
5.771416099999999716e+01,9.992739999999999956e-01
5.771565900000000227e+01,1.000863999999999976e+00
5.771715799999999774e+01,1.001119000000000092e+00
5.771865499999999827e+01,9.998939999999999495e-01
5.772017100000000056e+01,1.000644000000000089e+00
